,Region,PHI,Barangay,Disease,No. of Cases,MW
415,III,BULACAN,TAMBOBONG,Dengue,3,15
416,III,BULACAN,TURO,Dengue,8,15
417,III,BULACAN,BAMBANG,Dengue,4,15
418,III,BULACAN,MAYSANTOL,Dengue,3,15
419,III,BULACAN,SAN FRANCISCO,Dengue,3,15
420,III,BULACAN,TIBIG,Dengue,3,15
421,III,BULACAN,CATACTE,Dengue,13,15
422,III,BULACAN,BALUNGAO,Dengue,3,15
423,III,BULACAN,CANIOGAN,Dengue,4,15
424,III,BULACAN,GATBUCA,Dengue,3,15
425,III,BULACAN,IBA O'ESTE,Dengue,6,15
426,III,BULACAN,MEYTO,Dengue,3,15
427,III,BULACAN,PANDUCOT,Dengue,4,15
428,III,BULACAN,PIO CRUZCOSA,Dengue,4,15
429,III,BULACAN,BULIHAN,Dengue,6,15
430,III,BULACAN,LONGOS,Dengue,3,15
431,III,BULACAN,SUMAPANG MATANDA,Dengue,4,15
432,III,BULACAN,TIKAY,Dengue,4,15
433,III,BULACAN,BAGBAGUIN,Dengue,3,15
434,III,BULACAN,CALVARIO,Dengue,3,15
435,III,BULACAN,LAWA,Dengue,4,15
436,III,BULACAN,LIBTONG,Dengue,4,15
437,III,BULACAN,LONGOS,Dengue,4,15
438,III,BULACAN,MALHACAN,Dengue,3,15
439,III,BULACAN,PEREZ,Dengue,5,15
440,III,BULACAN,SALUYSOY,Dengue,3,15
441,III,BULACAN,GAYA-GAYA,Dengue,8,15
442,III,BULACAN,GRACEVILLE,Dengue,3,15
443,III,BULACAN,KAYPIAN,Dengue,7,15
444,III,BULACAN,MINUYAN PROPER,Dengue,4,15
445,III,BULACAN,MUZON,Dengue,20,15
446,III,BULACAN,SAN PEDRO,Dengue,3,15
447,III,BULACAN,SANTO CRISTO,Dengue,6,15
448,III,BULACAN,SAPANG PALAY,Dengue,4,15
449,III,BULACAN,TUNGKONG MANGGA,Dengue,6,15
450,III,BULACAN,CAMACHILE,Dengue,5,15
451,III,BULACAN,MALIS,Dengue,9,15
452,III,BULACAN,SANTA RITA,Dengue,3,15
453,III,BULACAN,SAN SEBASTIAN,Dengue,3,15
454,III,BULACAN,ABANGAN NORTE,Dengue,4,15
455,III,BULACAN,ABANGAN SUR,Dengue,5,15
456,III,BULACAN,LAMBAKIN,Dengue,14,15
457,III,BULACAN,LIAS,Dengue,8,15
458,III,BULACAN,LOMA DE GATO,Dengue,11,15
459,III,BULACAN,PATUBIG,Dengue,3,15
460,III,BULACAN,POBLACION II,Dengue,3,15
461,III,BULACAN,PRENZA II,Dengue,14,15
462,III,BULACAN,SANTA ROSA I,Dengue,3,15
463,III,BULACAN,SANTA ROSA II,Dengue,6,15
464,III,BULACAN,SAOG,Dengue,5,15
465,III,BULACAN,BIGTE,Dengue,7,15
466,III,BULACAN,TIGBE,Dengue,3,15
467,III,BULACAN,PANGHULO,Dengue,3,15
468,III,BULACAN,BAGONG BARRIO,Dengue,3,15
469,III,BULACAN,CACARONG BATA,Dengue,3,15
470,III,BULACAN,MAPULANG LUPA,Dengue,4,15
471,III,BULACAN,PINAGKUARTELAN,Dengue,11,15
472,III,BULACAN,POBLACION,Dengue,6,15
473,III,BULACAN,SANTO NIÑO,Dengue,3,15
474,III,BULACAN,SILING BATA,Dengue,3,15
475,III,BULACAN,SAN JOSE,Dengue,4,15
476,III,BULACAN,SAN ROQUE,Dengue,3,15
477,III,BULACAN,SAN VICENTE,Dengue,5,15
478,III,BULACAN,SANTO ROSARIO,Dengue,6,15
479,III,BULACAN,BANGA II,Dengue,3,15
480,III,BULACAN,PARULAN,Dengue,4,15
481,III,BULACAN,SANTO NIÑO,Dengue,3,15
482,III,BULACAN,SIPAT,Dengue,6,15
483,III,BULACAN,TABANG,Dengue,7,15
484,III,BULACAN,DAMPOL II-B,Dengue,3,15
485,III,BULACAN,PALTAO,Dengue,3,15
486,III,BULACAN,TABON,Dengue,3,15
487,III,BULACAN,TIBAG,Dengue,3,15
488,III,BULACAN,MAASIM,Dengue,6,15
489,III,BULACAN,PINAOD,Dengue,4,15
490,III,BULACAN,BANTOG,Dengue,10,15
491,III,BULACAN,CAMBIO,Dengue,6,15
492,III,BULACAN,PINAMBARAN,Dengue,3,15
493,III,BULACAN,SALANGAN,Dengue,3,15
494,III,BULACAN,SANTA RITA BATA,Dengue,4,15
495,III,BULACAN,SAPANG,Dengue,3,15
496,III,BULACAN,SIBUL,Dengue,10,15
497,III,BULACAN,TIGPALAS,Dengue,3,15
498,III,BULACAN,CAINGIN,Dengue,9,15
499,III,BULACAN,CAPIHAN,Dengue,3,15
500,III,BULACAN,DILIMAN I,Dengue,4,15
501,III,BULACAN,MABALAS-BALAS,Dengue,3,15
502,III,BULACAN,MAGUINAO,Dengue,11,15
503,III,BULACAN,PINACPINACAN,Dengue,3,15
504,III,BULACAN,SAN ROQUE,Dengue,3,15
505,III,BULACAN,TAMBUBONG,Dengue,8,15
506,III,BULACAN,ULINGAO,Dengue,5,15
507,III,BULACAN,BULAC,Dengue,3,15
508,III,BULACAN,CAMANGYANAN,Dengue,4,15
509,III,BULACAN,CATMON,Dengue,3,15
510,III,BULACAN,CAY POMBO,Dengue,9,15
511,III,BULACAN,CAYSIO,Dengue,11,15
512,III,BULACAN,GUYONG,Dengue,3,15
513,III,BULACAN,LALAKHAN,Dengue,6,15
514,III,BULACAN,MAG-ASAWANG SAPA,Dengue,7,15
515,III,BULACAN,PARADA,Dengue,5,15
516,III,BULACAN,POBLACION,Dengue,9,15
517,III,BULACAN,PULONG BUHANGIN,Dengue,12,15
518,III,BULACAN,SAN GABRIEL,Dengue,4,15
519,III,BULACAN,SAN VICENTE,Dengue,3,15
520,III,BULACAN,SANTA CLARA,Dengue,7,15
521,III,BULACAN,SANTA CRUZ,Dengue,5,15
522,III,BULACAN,TABING BAKOD,Dengue,4,15
523,III,NUEVA ECIJA,OBRERO,Dengue,5,15
524,III,NUEVA ECIJA,SAN ISIDRO,Dengue,4,15
525,III,NUEVA ECIJA,MALIGAYA,Dengue,3,15
526,III,NUEVA ECIJA,SAN VICENTE,Dengue,4,15
527,III,NUEVA ECIJA,SANTA RITA,Dengue,3,15
528,III,NUEVA ECIJA,BURGOS,Dengue,4,15
529,III,NUEVA ECIJA,BAGTING,Dengue,6,15
530,III,NUEVA ECIJA,NAZARETH,Dengue,4,15
531,III,NUEVA ECIJA,PIAS,Dengue,3,15
532,III,NUEVA ECIJA,POBLACION CENTRAL,Dengue,3,15
533,III,NUEVA ECIJA,SAN PEDRO,Dengue,7,15
534,III,NUEVA ECIJA,SANTO DOMINGO,Dengue,3,15
535,III,NUEVA ECIJA,AGLIPAY,Dengue,4,15
536,III,NUEVA ECIJA,POBLACION CENTRAL,Dengue,3,15
537,III,NUEVA ECIJA,POBLACION NORTE,Dengue,3,15
538,III,NUEVA ECIJA,SANTO ROSARIO,Dengue,4,15
539,III,OLONGAPO CITY,ASINAN,Dengue,3,15
540,III,PAMPANGA,SAN JUAN,Dengue,3,15
541,III,PAMPANGA,SAN VICENTE,Dengue,6,15
542,III,PAMPANGA,SULIPAN,Dengue,3,15
543,III,PAMPANGA,SAN JOSE MESULO,Dengue,3,15
544,III,PAMPANGA,SAN ANTONIO,Dengue,3,15
545,III,PAMPANGA,SAN ISIDRO,Dengue,4,15
546,III,PAMPANGA,TINAJERO,Dengue,3,15
547,III,PAMPANGA,GULAP,Dengue,3,15
548,III,PAMPANGA,PANSINAO,Dengue,4,15
549,III,PAMPANGA,TALANG,Dengue,4,15
550,III,PAMPANGA,BALITI,Dengue,4,15
551,III,PAMPANGA,BULAON,Dengue,17,15
552,III,PAMPANGA,CALULUT,Dengue,4,15
553,III,PAMPANGA,DOLORES,Dengue,3,15
554,III,PAMPANGA,MAIMPIS,Dengue,3,15
555,III,PAMPANGA,QUEBIAUAN,Dengue,5,15
556,III,PAMPANGA,SAN AGUSTIN,Dengue,3,15
557,III,PAMPANGA,SAN JOSE,Dengue,7,15
558,III,PAMPANGA,SAN NICOLAS,Dengue,3,15
559,III,PAMPANGA,SANTA LUCIA,Dengue,4,15
560,III,PAMPANGA,SINDALAN,Dengue,3,15
561,III,PAMPANGA,CABANGCALAN,Dengue,4,15
562,III,PAMPANGA,CALANTAS,Dengue,3,15
563,III,PAMPANGA,SAN JOSE,Dengue,4,15
564,III,PAMPANGA,LAMBAC,Dengue,6,15
565,III,PAMPANGA,MAGSAYSAY,Dengue,3,15
566,III,PAMPANGA,NATIVIDAD,Dengue,3,15
567,III,PAMPANGA,SAN ANTONIO,Dengue,3,15
568,III,PAMPANGA,SAN JUAN NEPOMUCENO,Dengue,4,15
569,III,PAMPANGA,SAN RAFAEL,Dengue,3,15
570,III,PAMPANGA,SANTA URSULA,Dengue,13,15
571,III,PAMPANGA,LOURDES,Dengue,5,15
572,III,PAMPANGA,SAN FRANCISCO,Dengue,3,15
573,III,PAMPANGA,SAN JOSE APUNAN,Dengue,5,15
574,III,PAMPANGA,SAN MATIAS,Dengue,5,15
575,III,PAMPANGA,SAN NICOLAS 1ST,Dengue,3,15
576,III,PAMPANGA,SAN ROQUE DAU,Dengue,3,15
577,III,PAMPANGA,SANTA LUCIA,Dengue,4,15
578,III,PAMPANGA,DAPDAP,Dengue,5,15
579,III,PAMPANGA,CADUANG TETE,Dengue,6,15
580,III,PAMPANGA,DALAYAP,Dengue,3,15
581,III,PAMPANGA,SAN ILDEFONSO,Dengue,7,15
582,III,PAMPANGA,SAN ISIDRO,Dengue,5,15
583,III,PAMPANGA,SAN VICENTE,Dengue,4,15
584,III,PAMPANGA,SANTA CRUZ,Dengue,3,15
585,III,PAMPANGA,SANTA LUCIA,Dengue,4,15
586,III,PAMPANGA,SANTO NIÑO,Dengue,4,15
587,III,PAMPANGA,SAN ISIDRO MATUA,Dengue,4,15
588,III,PAMPANGA,SANTA LUCIA WAKAS,Dengue,3,15
589,III,PAMPANGA,PANDACAQUI,Dengue,9,15
590,III,PAMPANGA,BABO SACAN,Dengue,5,15
591,III,PAMPANGA,CALZADANG BAYU,Dengue,3,15
592,III,PAMPANGA,DOLORES,Dengue,3,15
593,III,PAMPANGA,JALUNG,Dengue,3,15
594,III,PAMPANGA,MANIBAUG PARALAYA,Dengue,4,15
595,III,PAMPANGA,PULONG SANTOL,Dengue,3,15
596,III,PAMPANGA,SAN JOSE,Dengue,4,15
597,III,PAMPANGA,SAN ISIDRO,Dengue,4,15
598,III,PAMPANGA,SAN MIGUEL,Dengue,4,15
599,III,PAMPANGA,SANTA MARIA,Dengue,8,15
600,III,PAMPANGA,DILA-DILA,Dengue,3,15
601,III,PAMPANGA,SAN MATIAS,Dengue,3,15
602,III,PAMPANGA,SAN NICOLAS 2ND,Dengue,3,15
603,III,TARLAC,ANUPUL,Dengue,3,15
604,III,TARLAC,CRISTO REY,Dengue,5,15
605,III,TARLAC,O'DONNELL,Dengue,11,15
606,III,TARLAC,SANTA LUCIA,Dengue,4,15
607,III,TARLAC,BALIBAGO II,Dengue,4,15
608,III,TARLAC,MATATALAIB,Dengue,4,15
609,III,TARLAC,SAN MANUEL,Dengue,4,15
610,III,TARLAC,SAN MIGUEL,Dengue,4,15
611,III,TARLAC,SAN NICOLAS,Dengue,3,15
612,III,TARLAC,SAN RAFAEL,Dengue,6,15
613,III,TARLAC,SAPANG MARAGUL,Dengue,3,15
614,III,TARLAC,UNGOT,Dengue,4,15
615,III,TARLAC,BALUTU,Dengue,3,15
616,III,TARLAC,CULATINGAN,Dengue,8,15
617,III,TARLAC,PANDO,Dengue,9,15
618,III,TARLAC,PARANG,Dengue,4,15
619,III,TARLAC,QUEZON,Dengue,3,15
620,III,TARLAC,LOMBOY,Dengue,5,15
621,III,TARLAC,MATAYUMTAYUM,Dengue,3,15
622,III,TARLAC,BIGBIGA,Dengue,4,15
623,III,TARLAC,ESTACION,Dengue,11,15
624,III,TARLAC,SALUMAGUE,Dengue,5,15
625,III,TARLAC,CORAL-ILOCO,Dengue,3,15
626,III,TARLAC,IBA,Dengue,3,15
627,III,TARLAC,MORIONES,Dengue,3,15
628,V,CAMARINES NORTE,COBANGBANG,Dengue,3,15
629,V,SORSOGON,RIZAL,Dengue,3,15
630,VI,AKLAN,CATICLAN,Dengue,4,15
631,VI,ANTIQUE,LISUB,Dengue,4,15
632,VI,ANTIQUE,IPIL,Dengue,4,15
633,VI,ANTIQUE,IGBALANGAO,Dengue,3,15
634,VI,ANTIQUE,SEMIRARA,Dengue,6,15
635,VI,ANTIQUE,GUINTAS,Dengue,3,15
636,VI,ANTIQUE,MADRANGCA,Dengue,5,15
637,VI,ANTIQUE,SAN ANGEL,Dengue,3,15
638,VI,ANTIQUE,ABIERA,Dengue,6,15
639,VI,ANTIQUE,ARAS-ASAN,Dengue,4,15
640,VI,ANTIQUE,CALLAN,Dengue,4,15
641,VI,ANTIQUE,DISTRICT III,Dengue,3,15
642,VI,ANTIQUE,LACARON,Dengue,3,15
643,VI,ANTIQUE,PIS-ANAN,Dengue,11,15
644,VI,ANTIQUE,SAN FRANCISCO NORTE,Dengue,4,15
645,VI,ANTIQUE,STO. ROSARIO,Dengue,4,15
646,VI,ANTIQUE,TAKAS,Dengue,3,15
647,VI,CAPIZ,TANQUE,Dengue,3,15
648,VI,CAPIZ,AGSILAB,Dengue,3,15
649,VI,GUIMARAS,BALCON MELLIZA,Dengue,3,15
650,VI,GUIMARAS,MAGAMAY,Dengue,3,15
651,VI,GUIMARAS,M. CHAVEZ,Dengue,4,15
652,VI,GUIMARAS,SUCLARAN,Dengue,4,15
653,VI,ILOILO,POBLACION,Dengue,4,15
654,VI,ILOILO,POBLACION,Dengue,3,15
655,VI,ILOILO,GAUB,Dengue,4,15
656,VI,ILOILO,POBLACION,Dengue,3,15
657,VI,ILOILO,VICTORIAS,Dengue,4,15
658,VI,ILOILO,TINA-AN NORTE,Dengue,3,15
659,VI,ILOILO,ABILAY NORTE,Dengue,3,15
660,VI,ILOILO,BALABAG,Dengue,4,15
661,VI,ILOILO,TAMANGI,Dengue,3,15
662,VI,ILOILO,SANTA RITA,Dengue,3,15
663,VI,ILOILO,TO-OG,Dengue,4,15
664,VI,ILOILO CITY,CALAPARAN,Dengue,3,15
665,VI,ILOILO CITY,M. V. HECHANOVA,Dengue,4,15
666,VII,BOHOL,BOOL,Dengue,3,15
667,VII,BOHOL,COGON,Dengue,4,15
668,VII,BOHOL,POBLACION III,Dengue,4,15
669,VII,BOHOL,MAHANAY,Dengue,3,15
670,VII,BOHOL,SAN JOSE,Dengue,5,15
671,VII,BOHOL,BOOD,Dengue,3,15
672,VII,CEBU,POBLACION,Dengue,4,15
673,VII,CEBU,PONDOL,Dengue,3,15
674,VII,CEBU,BARING,Dengue,3,15
675,VII,CEBU,BIASONG,Dengue,3,15
676,VII,CEBU,BULACAO,Dengue,4,15
677,VII,CEBU,JACLUPAN,Dengue,6,15
678,VII,CEBU,LAGTANG,Dengue,4,15
679,VII,CEBU,MOHON,Dengue,4,15
680,VII,CEBU,SAN ROQUE,Dengue,3,15
681,VII,CEBU,TABUNOC,Dengue,3,15
682,VII,CEBU,TANGKE,Dengue,4,15
683,VII,CEBU,CASILI,Dengue,3,15
684,VII,CEBU,TUGBONGAN,Dengue,3,15
685,VII,CEBU,POBLACION,Dengue,3,15
686,VII,CEBU,CALERIOHAN,Dengue,3,15
687,VII,CEBU,COGON-CRUZ,Dengue,3,15
688,VII,CEBU,TANGIL,Dengue,3,15
689,VII,CEBU,TAYUD,Dengue,3,15
690,VII,CEBU,PAKIGNE,Dengue,3,15
691,VII,CEBU CITY,BANILAD,Dengue,4,15
692,VII,CEBU CITY,BASAK SAN NICOLAS,Dengue,8,15
693,VII,CEBU CITY,CAMPUTHAW,Dengue,3,15
694,VII,CEBU CITY,COGON PARDO,Dengue,4,15
695,VII,CEBU CITY,GUADALUPE,Dengue,5,15
696,VII,CEBU CITY,INAYAWAN,Dengue,5,15
697,VII,CEBU CITY,LABANGON,Dengue,5,15
698,VII,CEBU CITY,LAHUG,Dengue,3,15
699,VII,CEBU CITY,MAMBALING,Dengue,4,15
700,VII,CEBU CITY,PASIL,Dengue,5,15
701,VII,CEBU CITY,PUNG-OL-SIBUGAY,Dengue,3,15
702,VII,CEBU CITY,PUNTA PRINCESA,Dengue,3,15
703,VII,CEBU CITY,SAMBAG II,Dengue,3,15
704,VII,CEBU CITY,TISA,Dengue,3,15
705,VII,LAPU-LAPU CITY,BABAG,Dengue,5,15
706,VII,LAPU-LAPU CITY,BASAK,Dengue,9,15
707,VII,MANDAUE CITY,PAKNA-AN,Dengue,4,15
708,VII,MANDAUE CITY,TIPOLO,Dengue,3,15
709,VIII,BILIRAN,SAN ROQUE,Dengue,3,15
710,VIII,BILIRAN,PALENGKE,Dengue,6,15
711,VIII,BILIRAN,MAPUYO,Dengue,7,15
712,VIII,SAMAR,PANGDAN,Dengue,3,15
713,VIII,SAMAR,TIGDARANAO,Dengue,5,15
714,IX,ISABELA CITY,AGUADA,Dengue,4,15
715,IX,ISABELA CITY,CARBON,Dengue,6,15
716,IX,ISABELA CITY,DIKI,Dengue,7,15
717,IX,ISABELA CITY,KAUMPURNAH ZONE III,Dengue,3,15
718,IX,ISABELA CITY,RIVERSIDE,Dengue,3,15
719,IX,ISABELA CITY,SUMAGDANG,Dengue,5,15
720,IX,ISABELA CITY,TABUK,Dengue,6,15
721,IX,ISABELA CITY,TAMPALAN,Dengue,7,15
722,IX,ZAMBOANGA CITY,AYALA,Dengue,3,15
723,IX,ZAMBOANGA CITY,CABATANGAN,Dengue,3,15
724,IX,ZAMBOANGA CITY,GUIWAN,Dengue,3,15
725,IX,ZAMBOANGA CITY,KASANYANGAN,Dengue,6,15
726,IX,ZAMBOANGA CITY,LABUAN,Dengue,4,15
727,IX,ZAMBOANGA CITY,MAMPANG,Dengue,3,15
728,IX,ZAMBOANGA CITY,MANICAHAN,Dengue,5,15
729,IX,ZAMBOANGA CITY,PASOBOLONG,Dengue,3,15
730,IX,ZAMBOANGA CITY,PASONANCA,Dengue,3,15
731,IX,ZAMBOANGA CITY,PUTIK,Dengue,3,15
732,IX,ZAMBOANGA CITY,SAN JOSE CAWA-CAWA,Dengue,3,15
733,IX,ZAMBOANGA CITY,SAN ROQUE,Dengue,7,15
734,IX,ZAMBOANGA CITY,SANGALI,Dengue,8,15
735,IX,ZAMBOANGA CITY,SINUNOC,Dengue,3,15
736,IX,ZAMBOANGA CITY,TALISAYAN,Dengue,3,15
737,IX,ZAMBOANGA CITY,TETUAN,Dengue,3,15
738,IX,ZAMBOANGA CITY,TULUNGATUNG,Dengue,3,15
739,IX,ZAMBOANGA DEL NORTE,GALAS,Dengue,3,15
740,IX,ZAMBOANGA DEL NORTE,BACUNGAN,Dengue,3,15
741,IX,ZAMBOANGA DEL SUR,POBLACION,Dengue,5,15
742,IX,ZAMBOANGA DEL SUR,POBLACION,Dengue,4,15
743,IX,ZAMBOANGA DEL SUR,CARIDAD,Dengue,4,15
744,IX,ZAMBOANGA DEL SUR,LOWER SANG-AN,Dengue,3,15
745,IX,ZAMBOANGA DEL SUR,POBLACION,Dengue,10,15
746,IX,ZAMBOANGA DEL SUR,BALANGASAN,Dengue,4,15
747,IX,ZAMBOANGA DEL SUR,BULATOK,Dengue,3,15
748,IX,ZAMBOANGA DEL SUR,DAO,Dengue,4,15
749,IX,ZAMBOANGA DEL SUR,TULAWAS,Dengue,6,15
750,IX,ZAMBOANGA DEL SUR,POBLACION,Dengue,4,15
751,IX,ZAMBOANGA DEL SUR,MATI,Dengue,3,15
752,IX,ZAMBOANGA DEL SUR,POBLACION,Dengue,9,15
753,IX,ZAMBOANGA SIBUGAY,POBLACION,Dengue,6,15
754,IX,ZAMBOANGA SIBUGAY,POBLACION,Dengue,3,15
755,IX,ZAMBOANGA SIBUGAY,POBLACION,Dengue,4,15
756,X,BUKIDNON,BAGONTAAS,Dengue,4,15
757,X,BUKIDNON,BAROBO,Dengue,3,15
758,X,BUKIDNON,DAGAT-KIDAVAO,Dengue,4,15
759,X,BUKIDNON,LUMBO,Dengue,5,15
760,X,BUKIDNON,MABUHAY,Dengue,4,15
761,X,BUKIDNON,MAILAG,Dengue,4,15
762,X,BUKIDNON,POBLACION,Dengue,10,15
763,X,BUKIDNON,SINAYAWAN,Dengue,6,15
764,X,BUKIDNON,TONGANTONGAN,Dengue,5,15
765,X,BUKIDNON,MACA-OPAO,Dengue,3,15
766,X,BUKIDNON,POBLACION,Dengue,4,15
767,X,BUKIDNON,WEST POBLACION,Dengue,3,15
768,X,BUKIDNON,CROSSING,Dengue,3,15
769,X,BUKIDNON,BACUSANON,Dengue,4,15
770,X,BUKIDNON,POBLACION,Dengue,5,15
771,X,BUKIDNON,DELAPA,Dengue,3,15
772,X,BUKIDNON,PAITAN,Dengue,3,15
773,X,CAGAYAN DE ORO CITY,BALULANG,Dengue,6,15
774,X,CAGAYAN DE ORO CITY,CAMAMAN-AN,Dengue,3,15
775,X,CAGAYAN DE ORO CITY,CARMEN,Dengue,4,15
776,X,CAGAYAN DE ORO CITY,LAPASAN,Dengue,3,15
777,X,CAGAYAN DE ORO CITY,LUMBIA,Dengue,7,15
778,X,CAGAYAN DE ORO CITY,MACABALAN,Dengue,8,15
779,X,CAGAYAN DE ORO CITY,PATAG,Dengue,5,15
780,X,ILIGAN CITY,DALIPUGA,Dengue,7,15
781,X,ILIGAN CITY,HINAPLANON,Dengue,8,15
782,X,ILIGAN CITY,LUINAB,Dengue,6,15
783,X,ILIGAN CITY,MAHAYHAY,Dengue,4,15
784,X,ILIGAN CITY,SAN MIGUEL,Dengue,4,15
785,X,ILIGAN CITY,SANTA ELENA,Dengue,3,15
786,X,ILIGAN CITY,TAMBACAN,Dengue,3,15
787,X,ILIGAN CITY,TIPANOY,Dengue,4,15
788,X,ILIGAN CITY,TUBOD,Dengue,5,15
789,X,LANAO DEL NORTE,POBLACION BACOLOD,Dengue,5,15
790,X,LANAO DEL NORTE,NANGKA,Dengue,3,15
791,X,LANAO DEL NORTE,POBLACION EAST,Dengue,7,15
792,X,LANAO DEL NORTE,MARANDING,Dengue,3,15
793,X,LANAO DEL NORTE,SANTO TOMAS,Dengue,5,15
794,X,LANAO DEL NORTE,POBLACION,Dengue,4,15
795,X,LANAO DEL NORTE,BAYBAY,Dengue,3,15
796,X,LANAO DEL NORTE,ABAGA,Dengue,4,15
797,X,LANAO DEL NORTE,LANIPAO,Dengue,3,15
798,X,LANAO DEL NORTE,REBE,Dengue,4,15
799,X,LANAO DEL NORTE,SANTA CRUZ UPPER,Dengue,3,15
800,X,LANAO DEL NORTE,POBLACION,Dengue,3,15
801,X,LANAO DEL NORTE,LIANGAN WEST,Dengue,5,15
802,X,LANAO DEL NORTE,POBLACION,Dengue,3,15
803,X,LANAO DEL NORTE,BURIASAN,Dengue,4,15
804,X,MISAMIS OCCIDENTAL,TUGAS,Dengue,3,15
805,X,MISAMIS OCCIDENTAL,DIGSON,Dengue,3,15
806,X,MISAMIS OCCIDENTAL,LILOAN,Dengue,7,15
807,X,MISAMIS OCCIDENTAL,POBLACION,Dengue,5,15
808,X,MISAMIS OCCIDENTAL,LAPASAN,Dengue,4,15
809,X,MISAMIS OCCIDENTAL,MIALEN,Dengue,3,15
810,X,MISAMIS OCCIDENTAL,PAN-AY,Dengue,3,15
811,X,MISAMIS OCCIDENTAL,RIZAL,Dengue,3,15
812,X,MISAMIS OCCIDENTAL,SANTA CRUZ,Dengue,4,15
813,X,MISAMIS OCCIDENTAL,TARAKA,Dengue,4,15
814,X,MISAMIS OCCIDENTAL,EASTERN POBLACION,Dengue,4,15
815,X,MISAMIS OCCIDENTAL,LAMAC LOWER,Dengue,3,15
816,X,MISAMIS OCCIDENTAL,LAMAC UPPER,Dengue,5,15
817,X,MISAMIS OCCIDENTAL,LANGCANGAN PROPER,Dengue,5,15
818,X,MISAMIS OCCIDENTAL,LAYAWAN,Dengue,3,15
819,X,MISAMIS OCCIDENTAL,MOBOD,Dengue,6,15
820,X,MISAMIS OCCIDENTAL,TALAIRON,Dengue,3,15
821,X,MISAMIS OCCIDENTAL,50TH DISTRICT,Dengue,3,15
822,X,MISAMIS OCCIDENTAL,AGUADA,Dengue,6,15
823,X,MISAMIS OCCIDENTAL,BACOLOD,Dengue,3,15
824,X,MISAMIS OCCIDENTAL,BANADERO,Dengue,4,15
825,X,MISAMIS OCCIDENTAL,BAYBAY SAN ROQUE,Dengue,5,15
826,X,MISAMIS OCCIDENTAL,BAYBAY TRIUNFO,Dengue,3,15
827,X,MISAMIS OCCIDENTAL,CARANGAN,Dengue,6,15
828,X,MISAMIS OCCIDENTAL,CARMEN,Dengue,8,15
829,X,MISAMIS OCCIDENTAL,DOÑA CONSUELO,Dengue,5,15
830,X,MISAMIS OCCIDENTAL,MALAUBANG,Dengue,11,15
831,X,MISAMIS OCCIDENTAL,MANINGCOL,Dengue,6,15
832,X,MISAMIS OCCIDENTAL,PULOT,Dengue,3,15
833,X,MISAMIS OCCIDENTAL,SAN ANTONIO,Dengue,4,15
834,X,MISAMIS OCCIDENTAL,TINAGO,Dengue,10,15
835,X,MISAMIS OCCIDENTAL,BATO,Dengue,3,15
836,X,MISAMIS OCCIDENTAL,DEBOLOC,Dengue,3,15
837,X,MISAMIS OCCIDENTAL,KATIPUNAN,Dengue,3,15
838,X,MISAMIS OCCIDENTAL,SOUTHERN LOOC,Dengue,5,15
839,X,MISAMIS OCCIDENTAL,BITIBUT,Dengue,3,15
840,X,MISAMIS OCCIDENTAL,COLUPAN BAJO,Dengue,3,15
841,X,MISAMIS OCCIDENTAL,SINONOC,Dengue,3,15
842,X,MISAMIS OCCIDENTAL,MIGCANAWAY,Dengue,5,15
843,X,MISAMIS OCCIDENTAL,SUMIRAP,Dengue,5,15
844,X,MISAMIS OCCIDENTAL,GUMBIL,Dengue,4,15
845,X,MISAMIS ORIENTAL,MOLUGAN,Dengue,4,15
846,X,MISAMIS ORIENTAL,POBLACION,Dengue,4,15
847,X,MISAMIS ORIENTAL,POBLACION,Dengue,4,15
848,X,MISAMIS ORIENTAL,POBLACION,Dengue,4,15
849,X,MISAMIS ORIENTAL,POBLACION,Dengue,9,15
850,X,MISAMIS ORIENTAL,LIMONDA,Dengue,3,15
851,X,MISAMIS ORIENTAL,CASULOG,Dengue,4,15
852,X,MISAMIS ORIENTAL,LOOC,Dengue,3,15
853,X,MISAMIS ORIENTAL,NATUMOLAN,Dengue,3,15
854,X,MISAMIS ORIENTAL,POBLACION,Dengue,3,15
855,XI,DAVAO CITY,AGDAO,Dengue,4,15
856,XI,DAVAO CITY,BAGO APLAYA,Dengue,4,15
857,XI,DAVAO CITY,BAGO GALLERA,Dengue,4,15
858,XI,DAVAO CITY,BAGUIO,Dengue,3,15
859,XI,DAVAO CITY,BRGY.. 19-B,Dengue,4,15
860,XI,DAVAO CITY,BRGY.. 5-A,Dengue,5,15
861,XI,DAVAO CITY,BRGY.. 9-A,Dengue,3,15
862,XI,DAVAO CITY,BATO,Dengue,4,15
863,XI,DAVAO CITY,BUCANA,Dengue,8,15
864,XI,DAVAO CITY,BUHANGIN,Dengue,8,15
865,XI,DAVAO CITY,BUNAWAN,Dengue,9,15
866,XI,DAVAO CITY,CABANTIAN,Dengue,4,15
867,XI,DAVAO CITY,CALINAN,Dengue,12,15
868,XI,DAVAO CITY,CATALUNAN GRANDE,Dengue,6,15
869,XI,DAVAO CITY,CROSSING BAYABAS,Dengue,4,15
870,XI,DAVAO CITY,DALIAO,Dengue,3,15
871,XI,DAVAO CITY,GUMALANG,Dengue,4,15
872,XI,DAVAO CITY,ILANG,Dengue,8,15
873,XI,DAVAO CITY,LIZADA,Dengue,8,15
874,XI,DAVAO CITY,LOS AMIGOS,Dengue,4,15
